original_index,original_text,text,augmentation_type,is_augmented,example_very_unclear,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
326,Location PS ThinkPads are very durable products,Location PS ThinkPads are very durable products,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,Yeah Ive watched Julia too Totally forgot it was filmed in the UK Hes the villain in it as well But I actually liked the song Sarath Sande සරත් සදේ,Yeah Ive watched Julia too Totally forgot it was filmed in the UK Hes the villain in it as well But I actually liked the song Sarath Sande සරත් සදේ,original,FALSE,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,You can Include speedtestnet and fastcom Obstructions map Performance chart satellite alignment image etc,You can Include speedtestnet and fastcom Obstructions map Performance chart satellite alignment image etc,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,No but they used to have some amazing inventory few years back honda nsxs some Ferraris and drag racing GTRs and EVOs and the like,No but they used to have some amazing inventory few years back honda nsxs some Ferraris and drag racing GTRs and EVOs and the like,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,Every single time they made me go from place to place ended up blaming me for being careless and that phones value was around 40k and they said they only track හොඳ ෆෝන් වර්ග,Every single time they made me go from place to place ended up blaming me for being careless and that phones value was around 40k and they said they only track හොඳ ෆෝන් වර්ග,original,FALSE,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
331,Perodua Axia 2025 Price LKR 82 million Pros Great fuel economy MalaysianJapanese reliability budgetfriendly Very popular among young professionals in SL Parts and maintenance are cheaper than Toyota 3,Perodua Axia 2025 Price LKR 82 million Pros Great fuel economy MalaysianJapanese reliability budgetfriendly Very popular among young professionals in SL Parts and maintenance are cheaper than Toyota 3,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,Virago 125 Magna 250 Virago 250 Shadow 400 Steed 400 Honda fury,Virago 125 Magna 250 Virago 250 Shadow 400 Steed 400 Honda fury,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
333,Thanks for sharing,Thanks for sharing,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
334,ලෝකෙට පරකාසේ ගෙදරට මරගාතේ,ලෝකෙට පරකාසේ ගෙදරට මරගාතේ,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
335,And were big on arms giving in all the religions and cultures in our country teaches about sharing,And were big on arms giving in all the religions and cultures in our country teaches about sharing,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
336,So the phrase ලෝකෙට පරකාසේ ගෙදරට මරගාතේ does not apply to me at all,So the phrase ලෝකෙට පරකාසේ ගෙදරට මරගාතේ does not apply to me at all,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,its crazy difficult already for sri lankans but as a foreigner its insane,its crazy difficult already for sri lankans but as a foreigner its insane,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
338,Come on yaar lets go Yaar Come on ane lets go ane Not the same thing but same energy,Come on yaar lets go Yaar Come on ane lets go ane Not the same thing but same energy,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Intonations on certain words sure Id compare the difference between srilankans and Indians the same as British and French Japanese and Koreans,Intonations on certain words sure Id compare the difference between srilankans and Indians the same as British and French Japanese and Koreans,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,One of the best therapists I know Shanelle De Almeida,One of the best therapists I know Shanelle De Almeida,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
341,Bit meditative bit in psychotherapy guys only type session and knowledge sharing and ability to vent out freely without judgement and there are activities which are nice to get rid of emotions you may feel and be a better person every week and if you come week after week its great too and at a low cost of Rs 1000 normal psychotherapists will charge 3500 this is at a posh pace called Vida and really relaxing and calm environment,Bit meditative bit in psychotherapy guys only type session and knowledge sharing and ability to vent out freely without judgement and there are activities which are nice to get rid of emotions you may feel and be a better person every week and if you come week after week its great too and at a low cost of Rs 1000 normal psychotherapists will charge 3500 this is at a posh pace called Vida and really relaxing and calm environment,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Search about the name බල්ල මැරුණු හන්දිය,Search about the name බල්ල මැරුණු හන්දිය,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
343,Great spread especially Japanese and desserts and nice ambiance as well,Great spread especially Japanese and desserts and nice ambiance as well,original,FALSE,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
344,Plates at Cinnamon Grand beats everything else available unless you love sushi in which case I recommend the Japanese Buffet at WatersEdge,Plates at Cinnamon Grand beats everything else available unless you love sushi in which case I recommend the Japanese Buffet at WatersEdge,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Its like buying a lambo and putting 90 octane in it otherwise it wont sound the best,Its like buying a lambo and putting 90 octane in it otherwise it wont sound the best,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,However for value for money nothing beats the 400SEplanar sound for that price is insane,However for value for money nothing beats the 400SEplanar sound for that price is insane,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
347,By DAC I didnt necessarily mean something insanely expensive something like that works,By DAC I didnt necessarily mean something insanely expensive something like that works,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
348,Thanks for sharing your thoughtful perspective,Thanks for sharing your thoughtful perspective,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,Dutch Pub Hospital Lane,Dutch Pub Hospital Lane,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
350,Beware some people sell items from japanese auctions as those are brand new items,Beware some people sell items from japanese auctions as those are brand new items,original,FALSE,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,Just order from any US store that ships to Sri Lanka and see the insane taxes,Just order from any US store that ships to Sri Lanka and see the insane taxes,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,Insert country name apiඅපි or Sri Lankans in Insert country name or Insert country name kolloකොල්ලෝ,Insert country name apiඅපි or Sri Lankans in Insert country name or Insert country name kolloකොල්ලෝ,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
353,Ive actually considered it but Im worried it might damage the material,Ive actually considered it but Im worried it might damage the material,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354,but Im hella ready to bet you they know how to overtake in a tight chicane,but Im hella ready to bet you they know how to overtake in a tight chicane,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,Low IQ dictator syndrome බුලත් power temple run Nokia 1100 magic LGBTQ RGB 100 dB music festival Fast and Furious 69,Low IQ dictator syndrome බුලත් power temple run Nokia 1100 magic LGBTQ RGB 100 dB music festival Fast and Furious 69,original,FALSE,,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,On the other hand there were some very ornate ceremonial swords called Kastane which were given to signify royal grants or authority of a noble but they were not used in battle,On the other hand there were some very ornate ceremonial swords called Kastane which were given to signify royal grants or authority of a noble but they were not used in battle,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
357,The style of the blade is called Kastane,The style of the blade is called Kastane,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
358,I think Kastane is a famous one but it is more or less used for ceremonial purposes the sword on the flag is a kastane,I think Kastane is a famous one but it is more or less used for ceremonial purposes the sword on the flag is a kastane,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
359,I like to believe that the Sri Lankan Kastana and the Japanese Katana are similar in design as well as the name because of design and technique sharing between the nations in the past,I like to believe that the Sri Lankan Kastana and the Japanese Katana are similar in design as well as the name because of design and technique sharing between the nations in the past,original,FALSE,,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360,I wont hate your information but Im searching for more sword design but according to my sources i guess sri lanka had only talwar or saber or kastane in your language and urumi with multiple blades which is cool but for some reason i just hate saber designs not even the European 1,I wont hate your information but Im searching for more sword design but according to my sources i guess sri lanka had only talwar or saber or kastane in your language and urumi with multiple blades which is cool but for some reason i just hate saber designs not even the European 1,original,FALSE,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
361,I am sharing this post partly because I came across comments on another thread where some users were still denying the extent of the militarys involvement in these atrocities,I am sharing this post partly because I came across comments on another thread where some users were still denying the extent of the militarys involvement in these atrocities,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
362,Thank you for sharing this,Thank you for sharing this,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
363,IDK man probably Handunnettis side quest to get a UN panel seat and a few head nods in Geneva,IDK man probably Handunnettis side quest to get a UN panel seat and a few head nods in Geneva,original,FALSE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
364,We revolve around the great notions of Charles Darwin as living beings on 3 key main headings 1 Natural Selection 2 Fight for survival 3 Survival of the fittest Environment is rapidly changing and only the ones most adaptable to the changing environment survive and the beauty is that its not the strongest or the wealthiest but the ones most adaptable to change While some dinasaurs lose their authority small mammals make wise decisions and resist harsh environment its hard its draining but they resist and bloom in near future And nature ALWAYS sides with the beings that are most suited to changing environment and ascends them a significant advantage over the competitors උචිතයා උන්නතියට පාත්ර වීම So always trust the nature and make opportunities every moment this is a fight for survival we were born for,We revolve around the great notions of Charles Darwin as living beings on 3 key main headings 1 Natural Selection 2 Fight for survival 3 Survival of the fittest Environment is rapidly changing and only the ones most adaptable to the changing environment survive and the beauty is that its not the strongest or the wealthiest but the ones most adaptable to change While some dinasaurs lose their authority small mammals make wise decisions and resist harsh environment its hard its draining but they resist and bloom in near future And nature ALWAYS sides with the beings that are most suited to changing environment and ascends them a significant advantage over the competitors උචිතයා උන්නතියට පාත්ර වීම So always trust the nature and make opportunities every moment this is a fight for survival we were born for,original,FALSE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
365,Also corruption prevents intelligent capable people from doing their jobs thus creating better systems that damage is in many ways far greater than the money stolen,Also corruption prevents intelligent capable people from doing their jobs thus creating better systems that damage is in many ways far greater than the money stolen,original,FALSE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
366,Sharing an opinion about being against a war crime of another country is terrorism now,Sharing an opinion about being against a war crime of another country is terrorism now,original,FALSE,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
367,Have a guy හොරෙන් අරක්කු පෙරනවා near මහගෙදර,Have a guy හොරෙන් අරක්කු පෙරනවා near මහගෙදර,original,FALSE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368,If you have a ගම්සභාව try to approach as a community and end things,If you have a ගම්සභාව try to approach as a community and end things,original,FALSE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,I am pretty sure after a few more these posts another post will pop about how people can contribute to justice by donating to these charity organizations,I am pretty sure after a few more these posts another post will pop about how people can contribute to justice by donating to these charity organizations,original,FALSE,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
370,A weird and insanely suicidal thing to say when tariff negotiations are going on,A weird and insanely suicidal thing to say when tariff negotiations are going on,original,FALSE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,For an audible reference check out a Sinhala speaker saying මල් flower vs a Tamil speaker saying தமிழ் Tamil,கேட்கக்கூடிய குறிப்புக்கு ஒரு சிங்கள பேச்சாளரைப் பாருங்கள் මල් மலர் vs தமிழ் என்று ஒரு தமிழ் பேச்சாளர்,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,For an audible reference check out a Sinhala speaker saying මල් flower vs a Tamil speaker saying தமிழ் Tamil,For an audible reference check out a Sinhala Speaker Saying මල් Flower vs a Tamil Speaker Saying Tamil,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,listen to an english L for the ල sound and an indian or specifically tamil Laழ for the ළ sound,ஒரு ஆங்கில LA ஐக் கேளுங்கள்,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,listen to an english L for the ල sound and an indian or specifically tamil Laழ for the ළ sound,Listen to an English LA,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Once inside their main branch salesperson there brought out a few phones they had and he kept referring to the devices as කෑලි when showing it to me ie,වරක් අභ්යන්තර,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Once inside their main branch salesperson there brought out a few phones they had and he kept referring to the devices as කෑලි when showing it to me ie,Once insider,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,මේ පාට කෑලි 5යි තියෙන්නෙ,මේවා වර්ණ කැබලි 5 ක් වේ,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,මේ පාට කෑලි 5යි තියෙන්නෙ,These are 5 pieces of colored pieces,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,මේක මහ කජ්ජක් නෙවෙයි,මෙය මැෂ් එකක් නොවේ,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,මේක මහ කජ්ජක් නෙවෙයි,This is not a cosh,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174,අපිට දෙන්න කරල පෙන්නන්න,අපට දෙන්න,back_translation,TRUE,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
174,අපිට දෙන්න කරල පෙන්නන්න,Give us the,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,පෝන් එක පැත්තකින් තියල පාඩම් කරන්න පුතේ,පුතා කුටිය හැදෑරීමට,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,පෝන් එක පැත්තකින් තියල පාඩම් කරන්න පුතේ,Son to study the chamber,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,අයි මේ හැව් අ නයිස් බිස්නස් අයිඩියා,මම මේ හැව් කෙනෙක් NYL ව්යාපාර අදහසකි,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
184,අයි මේ හැව් අ නයිස් බිස්නස් අයිඩියා,I is this haw a nyl business Idea,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,෴෴෴ India still continues to strongarm and project power in South Asia to this day learning from the American playbook to pursue it being a regional hegemon,It ඉන්දියාවේ ස්ටිල් දකුණු ආසියාවේ ශක්තිමත් හා ව්යාපෘති බලය ඇමරිකානු ක්රීඩා පොතෙන් කේන්ද්රීය ඉගෙනීම සඳහා වන අතර එය කලාපීය මූලධර්මයක් බවට පත්වේ,back_translation,TRUE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
193,෴෴෴ India still continues to strongarm and project power in South Asia to this day learning from the American playbook to pursue it being a regional hegemon,෴෴෴ India Stil Continues To Strogarm and Project Power in South Asia to TIS Day Learning from the american playbook To Pursue IT Being a Regional Hegemon,parallel_translation,TRUE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,Plus nobodys got time nor the tongue flexibility to pronounce පුඵ්ඵුසීය එම්බොලිසම instead of Pulmonary embolism,ප්ලස් නොබෝඩිස්ට ස්පන්දිත එම්බොල්වාදය වෙනුවට පුදිත්ර පැළඳීම උච්චාරණය කිරීමට කාලය නාද නොර්නිෂ් නරඹන්නට ලැබුණි,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,Plus nobodys got time nor the tongue flexibility to pronounce පුඵ්ඵුසීය එම්බොලිසම instead of Pulmonary embolism,PLUS NOBODYS GOT TIME NORE NORE NORE NORWE FLEXIBILITY TO PRONUUSE PULLISHA INSTTEAD OF PULMONARY EMBOLISM,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Koekjesකූක්ච්යස් is the dutch name for Cookies like for ex chocolate chip cookies,කොක්කි යනු කුකීස් සඳහා ලන්දේසි නම ය,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
207,Koekjesකූක්ච්යස් is the dutch name for Cookies like for ex chocolate chip cookies,Kokchyes IS IS THE DUTCH NAME FOR FOR COKIES LIKOLATE Chip Cookies,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,We had a 28ශ්රී van from 1983,අපට 1983 සිට ශ්රී වෑන් රථයක් 28 ක් තිබුණි,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
212,We had a 28ශ්රී van from 1983,WE HAD A 28 Sri Van FROM 1983,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,you will see what happens if if this happens තේරෙයි හැබැයි කල් යයි,මෙය සිදුවුවහොත් මෙය සිදුවන්නේ නම් ඔබ දකිනු ඇත,back_translation,TRUE,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,you will see what happens if if this happens තේරෙයි හැබැයි කල් යයි,You Will See the Happens IF If This Happens is real,parallel_translation,TRUE,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,OL වලට ආයේ මොන ලබ්බක් ඉගෙනගන්න ද බොල,OL වෙත ඉගෙන ගන්න ඉගෙන ගන්නේ කුමක්ද?,back_translation,TRUE,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,OL වලට ආයේ මොන ලබ්බක් ඉගෙනගන්න ද බොල,What Learn Learn to OL,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,එච්චර advance ඉතිහාසයක් අපිට නෑ,අපට අත්තිකාරම් ඉතිහාසයක් නොමැත,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,එච්චර advance ඉතිහාසයක් අපිට නෑ,We have no advance history,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,think about how we did PTS අර වලවල් කපන සබ් එක,පීටීඑස් උප,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,think about how we did PTS අර වලවල් කපන සබ් එක,THINK ABOUT HOW DID PTS The sub,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,ඕවා මොනාද ස්කෝලෙ ඉස්සරහ හැමදාම RDA එකෙයි හමුදාවේ යි වාහන ලමයිව ස්කොලෙන් ගන්න ඇවිත්,ඊවා එදිනෙදා ආර්ඩීඒ හි හමුදාවේ මංකොල්ලයක් ඇත,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
221,ඕවා මොනාද ස්කෝලෙ ඉස්සරහ හැමදාම RDA එකෙයි හමුදාවේ යි වාහන ලමයිව ස්කොලෙන් ගන්න ඇවිත්,Eva has a sculmine of the RDa's army everyday,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
226,I mean they cant really change much when they arent the majority thats why the bus mafia wins when they say theyre gonna strike the govermnet gets scared thinkng a whole system අඩාලweno shit,"මම කිව්වේ ඔවුන් බහුතරයකට අයිට නෑනෙකුට බැහැ, බස් මාෆි වින්නා ෆිනා වර්ජනයේ විනීනා වර්ජන වර්නා වර්ණය ස්වීට්න් ස්ට්රිං සිස්ට් රෝදය",back_translation,TRUE,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,I mean they cant really change much when they arent the majority thats why the bus mafia wins when they say theyre gonna strike the govermnet gets scared thinkng a whole system අඩාලweno shit,I Mean they Can't ien the majority thats WHY SAY BUS MAFIE WINNA WINNA STRIKE WINNA STRIKE WINNA STRIKE WINNA STRIKE THE STRIKNE THE STRIKNA WINNA HONNA WINNA SYNG A WHELE SYSTEM HEEN WENO SHIT,parallel_translation,TRUE,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,but Who remembers years ago when Dulith Herath සැමන් තට්ටයා tried to make noise about adding taxes on imported goods,නමුත් මීට වසර ගණනාවකට පෙර දුලිත් හේරත් හාමාන් දුලිත් හේරත් සැමන් තුන්දෙනෙකු අවුට් ආනයනය කරන ගොඩනැගිල්ලක්,back_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,but Who remembers years ago when Dulith Herath සැමන් තට්ටයා tried to make noise about adding taxes on imported goods,But Who Remembers Years ago Dulith Herath Haman Dulith Herath salmon Triked To Make Noise ABOUS TAXES ONE Imported Builds,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Right now he is on instagram asking people if they are අතේ ගානවා,උදාහරණයක් ලෙස මෙතැන් සිට ඉල්ලීම ඉල්ලීම ඉල්ලා සිටීම නම්,back_translation,TRUE,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Right now he is on instagram asking people if they are අතේ ගානවා,Right HENE IN INSTACE OF INSTACK ASKING ASKING ASKING ARE ARE ARE ARE ARE ARE,parallel_translation,TRUE,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,But not the ones people have acquired from the wildඅනවසර ඉඩම් pushing the boundaries of the elephant territories,"එහෙත්, මිනිසුන් සිටින අය මිනිසුන්ට ඇති අතර, මිස්වල අලි පැටවුන්ගේ අලි පැටවන්ගේ අලි පැටයින්ගේ මායිම්වල සීමාවන්හි මිනිසුන් ජනයාට මිනිසුන් සිටීද?",back_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,But not the ones people have acquired from the wildඅනවසර ඉඩම් pushing the boundaries of the elephant territories,Butthe the Ones People Has People Has People Has People Has PUENTARIES PUSHING THE BOUNDARIES OF THE BOUNDARIES OF THE ELEPHANTERIES OF THE ELEPHANTERIES OF THE BOUNDARIES,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,The last blackout was on February 9th 2025 during the රිලවා case,අන්තිම බ්ලැක් අවුට් 2025 පෙබරවාරි 9 වන දින ධාතු නඩුවේදී පැවැත්විණි,back_translation,TRUE,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,The last blackout was on February 9th 2025 during the රිලවා case,The Last Blackout was On February 9th 2025 During The Relic Case,parallel_translation,TRUE,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Yeah dude these guys are always blaming for everything like all of em waited until all of this shit felt apart but some honest people try to correct this garbage it should be so quickelection manifesto and those talking might be a bit over the reality but we should at least be happy what we got rnWe are seeing and feeling that they are working on itso why cant these cunts have some positivity towards themThis toxicity and this negativity is the main reason for this countries downfallඑකාට එකෙක් NA,ඔව් ඩුස් අම්සයි හැම විටම දොස් පවරයි. මෙම රටවල් වලට එක් නා,back_translation,TRUE,,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
